day,population,activities,time,time_in_minutes
Year 2014_Sunday,20 - 29 years, Shopping and services (excluding online services),0:51,51
Year 2014_Sunday,20 - 29 years, Household management (excluding online services),0:55,55
Year 2014_Sunday,20 - 29 years, Childcare (less than 17 years) ,2:12,132
Year 2014_Sunday,20 - 29 years, Help to an adult household member ,,
Year 2014_Sunday,20 - 29 years,Voluntary work and meetings,2:55,175
Year 2014_Sunday,20 - 29 years, Organisational work ,2:57,177
Year 2014_Sunday,20 - 29 years, Informal help to other households,,
Year 2014_Sunday,20 - 29 years,Participatory activities,2:54,174
Year 2014_Sunday,20 - 29 years,Social life and entertainment  ,2:25,145
Year 2014_Sunday,20 - 29 years, Sociability,0:50,50
Year 2014_Sunday,20 - 29 years, Visiting and receiving visitors,2:04,124
Year 2014_Sunday,20 - 29 years, Culture,2:24,144
Year 2014_Sunday,20 - 29 years, Entertainment ,2:35,155
Year 2014_Sunday,20 - 29 years, Resting — Time out,0:30,30
Year 2014_Sunday,20 - 29 years,Sports and outdoor activities ,2:05,125
Year 2014_Sunday,20 - 29 years, Sports,2:06,126
Year 2014_Sunday,20 - 29 years,Outdoor activities ,1:31,91
Year 2014_Sunday,20 - 29 years,Hobbies and games,2:12,132
Year 2014_Sunday,20 - 29 years, Arts,2:27,147
Year 2014_Sunday,20 - 29 years, Collecting,,
Year 2014_Sunday,20 - 29 years, Computing,1:42,102
Year 2014_Sunday,20 - 29 years, Games,2:00,120
Year 2014_Sunday,20 - 29 years,Media,2:53,173
Year 2014_Sunday,20 - 29 years, Reading,0:55,55
Year 2014_Sunday,20 - 29 years," TV, video and dvd",2:47,167
Year 2014_Sunday,20 - 29 years," Listening to radio, music",1:06,66
Year 2014_Sunday,20 - 29 years,Travel,1:45,105
Year 2014_Sunday,20 - 29 years, Travel related to eating,0:53,53
Year 2014_Sunday,20 - 29 years, Travel to/from work,0:54,54
Year 2014_Sunday,20 - 29 years, Travel related to study,0:10,10
Year 2014_Sunday,20 - 29 years, Travel related to household care,0:39,39
Year 2014_Sunday,20 - 29 years, Travel related to voluntary work and meetings ,0:38,38
Year 2014_Sunday,20 - 29 years, Travel related to social life,1:23,83
Year 2014_Sunday,20 - 29 years, Travel related to sports,0:55,55
Year 2014_Sunday,20 - 29 years, Travel related to changing locality,2:44,164
Year 2014_Sunday,30 - 44 years,Personal care,13:07,787
Year 2014_Sunday,30 - 44 years,Sleep,9:59,599
Year 2014_Sunday,30 - 44 years,Eating,2:17,137
Year 2014_Sunday,30 - 44 years,Other personal care,0:53,53
Year 2014_Sunday,30 - 44 years,Employment,5:41,341
Year 2014_Sunday,30 - 44 years, Main job,5:49,349
Year 2014_Sunday,30 - 44 years, Job seeking,,
Year 2014_Sunday,30 - 44 years, Second job,2:42,162
Year 2014_Sunday,30 - 44 years,Study,1:38,98
Year 2014_Sunday,30 - 44 years, School or university,,
Year 2014_Sunday,30 - 44 years, Homework,2:28,148
Year 2014_Sunday,30 - 44 years, Free time study,0:57,57
Year 2014_Sunday,30 - 44 years,Household and family care,3:36,216
Year 2014_Sunday,30 - 44 years, Food management,1:18,78
Year 2014_Sunday,30 - 44 years, Household upkeep,0:57,57
Year 2014_Sunday,30 - 44 years, Making and care for textiles,0:59,59
Year 2014_Sunday,30 - 44 years, Gardening and pet care,1:38,98
Year 2014_Sunday,30 - 44 years, Construction and repairs,1:51,111
Year 2014_Sunday,30 - 44 years, Shopping and services (excluding online services),0:47,47
Year 2014_Sunday,30 - 44 years, Household management (excluding online services),0:59,59
Year 2014_Sunday,30 - 44 years, Childcare (less than 17 years) ,2:07,127
Year 2014_Sunday,30 - 44 years, Help to an adult household member ,0:40,40
Year 2014_Sunday,30 - 44 years,Voluntary work and meetings,1:24,84
Year 2014_Sunday,30 - 44 years, Organisational work ,0:40,40
Year 2014_Sunday,30 - 44 years, Informal help to other households,2:09,129
Year 2014_Sunday,30 - 44 years,Participatory activities,1:13,73
Year 2014_Sunday,30 - 44 years,Social life and entertainment  ,2:02,122
Year 2014_Sunday,30 - 44 years, Sociability,0:53,53
Year 2014_Sunday,30 - 44 years, Visiting and receiving visitors,1:38,98
Year 2014_Sunday,30 - 44 years, Culture,1:59,119
Year 2014_Sunday,30 - 44 years, Entertainment ,2:20,140
Year 2014_Sunday,30 - 44 years, Resting — Time out,0:26,26
Year 2014_Sunday,30 - 44 years,Sports and outdoor activities ,2:14,134
Year 2014_Sunday,30 - 44 years, Sports,2:09,129
Year 2014_Sunday,30 - 44 years,Outdoor activities ,4:01,241
Year 2014_Sunday,30 - 44 years,Hobbies and games,1:36,96
Year 2014_Sunday,30 - 44 years, Arts,1:44,104
Year 2014_Sunday,30 - 44 years, Collecting,,
Year 2014_Sunday,30 - 44 years, Computing,1:22,82
Year 2014_Sunday,30 - 44 years, Games,1:33,93
Year 2014_Sunday,30 - 44 years,Media,2:51,171
Year 2014_Sunday,30 - 44 years, Reading,1:12,72
Year 2014_Sunday,30 - 44 years," TV, video and dvd",2:41,161
Year 2014_Sunday,30 - 44 years," Listening to radio, music",0:36,36
Year 2014_Sunday,30 - 44 years,Travel,1:28,88
Year 2014_Sunday,30 - 44 years, Travel related to eating,0:34,34
Year 2014_Sunday,30 - 44 years, Travel to/from work,0:50,50
Year 2014_Sunday,30 - 44 years, Travel related to study,0:40,40
Year 2014_Sunday,30 - 44 years, Travel related to household care,0:55,55
Year 2014_Sunday,30 - 44 years, Travel related to voluntary work and meetings ,0:42,42
Year 2014_Sunday,30 - 44 years, Travel related to social life,1:07,67
Year 2014_Sunday,30 - 44 years, Travel related to sports,0:41,41
Year 2014_Sunday,30 - 44 years, Travel related to changing locality,2:22,142
Year 2014_Sunday,45 - 59 years,Personal care,13:07,787
Year 2014_Sunday,45 - 59 years,Sleep,9:57,597
Year 2014_Sunday,45 - 59 years,Eating,2:15,135
Year 2014_Sunday,45 - 59 years,Other personal care,0:56,56
Year 2014_Sunday,45 - 59 years,Employment,5:07,307
Year 2014_Sunday,45 - 59 years, Main job,5:02,302
Year 2014_Sunday,45 - 59 years, Job seeking,,
Year 2014_Sunday,45 - 59 years, Second job,7:50,470
Year 2014_Sunday,45 - 59 years,Study,0:51,51
Year 2014_Sunday,45 - 59 years, School or university,,
Year 2014_Sunday,45 - 59 years, Homework,0:40,40
Year 2014_Sunday,45 - 59 years, Free time study,0:56,56
Year 2014_Sunday,45 - 59 years,Household and family care,3:26,206
Year 2014_Sunday,45 - 59 years, Food management,1:31,91
Year 2014_Sunday,45 - 59 years, Household upkeep,0:58,58
Year 2014_Sunday,45 - 59 years, Making and care for textiles,1:06,66
Year 2014_Sunday,45 - 59 years, Gardening and pet care,1:25,85
Year 2014_Sunday,45 - 59 years, Construction and repairs,1:26,86
Year 2014_Sunday,45 - 59 years, Shopping and services (excluding online services),0:53,53
Year 2014_Sunday,45 - 59 years, Household management (excluding online services),0:59,59
Year 2014_Sunday,45 - 59 years, Childcare (less than 17 years) ,1:14,74
Year 2014_Sunday,45 - 59 years, Help to an adult household member ,1:30,90
Year 2014_Sunday,45 - 59 years,Voluntary work and meetings,1:20,80
Year 2014_Sunday,45 - 59 years, Organisational work ,2:09,129
Year 2014_Sunday,45 - 59 years, Informal help to other households,0:59,59
Year 2014_Sunday,45 - 59 years,Participatory activities,1:13,73
Year 2014_Sunday,45 - 59 years,Social life and entertainment  ,2:06,126
Year 2014_Sunday,45 - 59 years, Sociability,0:58,58
Year 2014_Sunday,45 - 59 years, Visiting and receiving visitors,1:51,111
Year 2014_Sunday,45 - 59 years, Culture,2:34,154
Year 2014_Sunday,45 - 59 years, Entertainment ,2:11,131
Year 2014_Sunday,45 - 59 years, Resting — Time out,0:36,36
Year 2014_Sunday,45 - 59 years,Sports and outdoor activities ,2:17,137
Year 2014_Sunday,45 - 59 years, Sports,2:12,132
Year 2014_Sunday,45 - 59 years,Outdoor activities ,4:44,284
Year 2014_Sunday,45 - 59 years,Hobbies and games,1:36,96
Year 2014_Sunday,45 - 59 years, Arts,1:35,95
Year 2014_Sunday,45 - 59 years, Collecting,,
Year 2014_Sunday,45 - 59 years, Computing,1:20,80
Year 2014_Sunday,45 - 59 years, Games,1:37,97
Year 2014_Sunday,45 - 59 years,Media,3:27,207
Year 2014_Sunday,45 - 59 years, Reading,1:09,69
Year 2014_Sunday,45 - 59 years," TV, video and dvd",3:09,189
Year 2014_Sunday,45 - 59 years," Listening to radio, music",0:28,28
Year 2014_Sunday,45 - 59 years,Travel,1:17,77
Year 2014_Sunday,45 - 59 years, Travel related to eating,0:51,51
Year 2014_Sunday,45 - 59 years, Travel to/from work,0:57,57
Year 2014_Sunday,45 - 59 years, Travel related to study,,
Year 2014_Sunday,45 - 59 years, Travel related to household care,0:45,45
Year 2014_Sunday,45 - 59 years, Travel related to voluntary work and meetings ,0:55,55
Year 2014_Sunday,45 - 59 years, Travel related to social life,1:05,65
Year 2014_Sunday,45 - 59 years, Travel related to sports,0:52,52
Year 2014_Sunday,45 - 59 years, Travel related to changing locality,0:30,30
Year 2014_Sunday,60 - 74 years,Personal care,12:53,773
Year 2014_Sunday,60 - 74 years,Sleep,9:35,575
Year 2014_Sunday,60 - 74 years,Eating,2:16,136
Year 2014_Sunday,60 - 74 years,Other personal care,1:02,62
Year 2014_Sunday,60 - 74 years,Employment,2:48,168
Year 2014_Sunday,60 - 74 years, Main job,2:48,168
Year 2014_Sunday,60 - 74 years, Job seeking,,
Year 2014_Sunday,60 - 74 years, Second job,,
Year 2014_Sunday,60 - 74 years,Study,,
Year 2014_Sunday,60 - 74 years, School or university,,
Year 2014_Sunday,60 - 74 years, Homework,,
Year 2014_Sunday,60 - 74 years, Free time study,,
Year 2014_Sunday,60 - 74 years,Household and family care,2:45,165
Year 2014_Sunday,60 - 74 years, Food management,1:18,78
Year 2014_Sunday,60 - 74 years, Household upkeep,0:51,51
Year 2014_Sunday,60 - 74 years, Making and care for textiles,1:01,61
Year 2014_Sunday,60 - 74 years, Gardening and pet care,1:27,87
Year 2014_Sunday,60 - 74 years, Construction and repairs,0:59,59
Year 2014_Sunday,60 - 74 years, Shopping and services (excluding online services),0:56,56
Year 2014_Sunday,60 - 74 years, Household management (excluding online services),0:54,54
Year 2014_Sunday,60 - 74 years, Childcare (less than 17 years) ,1:06,66
Year 2014_Sunday,60 - 74 years, Help to an adult household member ,,
Year 2014_Sunday,60 - 74 years,Voluntary work and meetings,1:47,107
Year 2014_Sunday,60 - 74 years, Organisational work ,2:36,156
Year 2014_Sunday,60 - 74 years, Informal help to other households,1:31,91
Year 2014_Sunday,60 - 74 years,Participatory activities,1:31,91
Year 2014_Sunday,60 - 74 years,Social life and entertainment  ,1:58,118
Year 2014_Sunday,60 - 74 years, Sociability,0:53,53
Year 2014_Sunday,60 - 74 years, Visiting and receiving visitors,1:46,106
Year 2014_Sunday,60 - 74 years, Culture,2:19,139
Year 2014_Sunday,60 - 74 years, Entertainment ,1:57,117
Year 2014_Sunday,60 - 74 years, Resting — Time out,0:48,48
Year 2014_Sunday,60 - 74 years,Sports and outdoor activities ,2:05,125
Year 2014_Sunday,60 - 74 years, Sports,2:04,124
Year 2014_Sunday,60 - 74 years,Outdoor activities ,5:50,350
Year 2014_Sunday,60 - 74 years,Hobbies and games,1:47,107
Year 2014_Sunday,60 - 74 years, Arts,2:02,122
Year 2014_Sunday,60 - 74 years, Collecting,,
Year 2014_Sunday,60 - 74 years, Computing,1:32,92
Year 2014_Sunday,60 - 74 years, Games,1:19,79
Year 2014_Sunday,60 - 74 years,Media,3:44,224
Year 2014_Sunday,60 - 74 years, Reading,1:09,69
Year 2014_Sunday,60 - 74 years," TV, video and dvd",3:19,199
Year 2014_Sunday,60 - 74 years," Listening to radio, music",0:25,25
Year 2014_Sunday,60 - 74 years,Travel,1:26,86
Year 2014_Sunday,60 - 74 years, Travel related to eating,0:59,59
Year 2014_Sunday,60 - 74 years, Travel to/from work,1:00,60
Year 2014_Sunday,60 - 74 years, Travel related to study,,
Year 2014_Sunday,60 - 74 years, Travel related to household care,0:55,55
Year 2014_Sunday,60 - 74 years, Travel related to voluntary work and meetings ,0:52,52
Year 2014_Sunday,60 - 74 years, Travel related to social life,1:13,73
Year 2014_Sunday,60 - 74 years, Travel related to sports,0:32,32
Year 2014_Sunday,60 - 74 years, Travel related to changing locality,0:51,51
Year 2014_Sunday,Luxembourgish,Personal care,13:13,793
Year 2014_Sunday,Luxembourgish,Sleep,10:06,606
Year 2014_Sunday,Luxembourgish,Eating,2:09,129
Year 2014_Sunday,Luxembourgish,Other personal care,1:00,60
Year 2014_Sunday,Luxembourgish,Employment,5:37,337
Year 2014_Sunday,Luxembourgish, Main job,5:47,347
Year 2014_Sunday,Luxembourgish, Job seeking,2:50,170
Year 2014_Sunday,Luxembourgish, Second job,2:40,160
Year 2014_Sunday,Luxembourgish,Study,2:07,127
Year 2014_Sunday,Luxembourgish, School or university,,
Year 2014_Sunday,Luxembourgish, Homework,2:15,135
Year 2014_Sunday,Luxembourgish, Free time study,0:57,57
Year 2014_Sunday,Luxembourgish,Household and family care,2:49,169
Year 2014_Sunday,Luxembourgish, Food management,1:13,73
Year 2014_Sunday,Luxembourgish, Household upkeep,0:51,51
Year 2014_Sunday,Luxembourgish, Making and care for textiles,0:53,53
Year 2014_Sunday,Luxembourgish, Gardening and pet care,1:27,87
Year 2014_Sunday,Luxembourgish, Construction and repairs,2:09,129
Year 2014_Sunday,Luxembourgish, Shopping and services (excluding online services),0:46,46
Year 2014_Sunday,Luxembourgish, Household management (excluding online services),0:52,52
Year 2014_Sunday,Luxembourgish, Childcare (less than 17 years) ,1:46,106
Year 2014_Sunday,Luxembourgish, Help to an adult household member ,1:20,80
Year 2014_Sunday,Luxembourgish,Voluntary work and meetings,1:18,78
Year 2014_Sunday,Luxembourgish, Organisational work ,2:00,120
Year 2014_Sunday,Luxembourgish, Informal help to other households,0:55,55
Year 2014_Sunday,Luxembourgish,Participatory activities,1:02,62
Year 2014_Sunday,Luxembourgish,Social life and entertainment  ,2:23,143
Year 2014_Sunday,Luxembourgish, Sociability,0:59,59
Year 2014_Sunday,Luxembourgish, Visiting and receiving visitors,1:49,109
Year 2014_Sunday,Luxembourgish, Culture,2:15,135
Year 2014_Sunday,Luxembourgish, Entertainment ,2:48,168
Year 2014_Sunday,Luxembourgish, Resting — Time out,0:42,42
Year 2014_Sunday,Luxembourgish,Sports and outdoor activities ,2:04,124
Year 2014_Sunday,Luxembourgish, Sports,2:02,122
Year 2014_Sunday,Luxembourgish,Outdoor activities ,4:20,260
Year 2014_Sunday,Luxembourgish,Hobbies and games,1:54,114
Year 2014_Sunday,Luxembourgish, Arts,1:46,106
Year 2014_Sunday,Luxembourgish, Collecting,,
Year 2014_Sunday,Luxembourgish, Computing,1:34,94
Year 2014_Sunday,Luxembourgish, Games,1:41,101
Year 2014_Sunday,Luxembourgish,Media,3:20,200
Year 2014_Sunday,Luxembourgish, Reading,1:08,68
Year 2014_Sunday,Luxembourgish," TV, video and dvd",3:01,181
Year 2014_Sunday,Luxembourgish," Listening to radio, music",0:49,49
Year 2014_Sunday,Luxembourgish,Travel,1:26,86
Year 2014_Sunday,Luxembourgish, Travel related to eating,0:40,40
Year 2014_Sunday,Luxembourgish, Travel to/from work,0:54,54
Year 2014_Sunday,Luxembourgish, Travel related to study,0:32,32
Year 2014_Sunday,Luxembourgish, Travel related to household care,0:49,49
Year 2014_Sunday,Luxembourgish, Travel related to voluntary work and meetings ,0:36,36
Year 2014_Sunday,Luxembourgish, Travel related to social life,1:14,74
Year 2014_Sunday,Luxembourgish, Travel related to sports,0:56,56
Year 2014_Sunday,Luxembourgish, Travel related to changing locality,0:40,40
Year 2014_Sunday,Portuguese,Personal care,14:05,845
Year 2014_Sunday,Portuguese,Sleep,11:01,661
Year 2014_Sunday,Portuguese,Eating,2:14,134
Year 2014_Sunday,Portuguese,Other personal care,0:54,54
Year 2014_Sunday,Portuguese,Employment,5:30,330
Year 2014_Sunday,Portuguese, Main job,5:36,336
Year 2014_Sunday,Portuguese, Job seeking,,
Year 2014_Sunday,Portuguese, Second job,4:53,293
Year 2014_Sunday,Portuguese,Study,2:46,166
Year 2014_Sunday,Portuguese, School or university,,
Year 2014_Sunday,Portuguese, Homework,2:43,163
Year 2014_Sunday,Portuguese, Free time study,0:40,40
Year 2014_Sunday,Portuguese,Household and family care,3:02,182
Year 2014_Sunday,Portuguese, Food management,1:25,85
Year 2014_Sunday,Portuguese, Household upkeep,1:05,65
Year 2014_Sunday,Portuguese, Making and care for textiles,1:04,64
Year 2014_Sunday,Portuguese, Gardening and pet care,1:55,115
Year 2014_Sunday,Portuguese, Construction and repairs,1:59,119
Year 2014_Sunday,Portuguese, Shopping and services (excluding online services),1:18,78
Year 2014_Sunday,Portuguese, Household management (excluding online services),0:22,22
Year 2014_Sunday,Portuguese, Childcare (less than 17 years) ,1:37,97
Year 2014_Sunday,Portuguese, Help to an adult household member ,3:10,190
Year 2014_Sunday,Portuguese,Voluntary work and meetings,2:02,122
Year 2014_Sunday,Portuguese, Organisational work ,,
Year 2014_Sunday,Portuguese, Informal help to other households,3:46,226
Year 2014_Sunday,Portuguese,Participatory activities,1:19,79
Year 2014_Sunday,Portuguese,Social life and entertainment  ,1:59,119
Year 2014_Sunday,Portuguese, Sociability,1:09,69
Year 2014_Sunday,Portuguese, Visiting and receiving visitors,1:45,105
Year 2014_Sunday,Portuguese, Culture,2:45,165
Year 2014_Sunday,Portuguese, Entertainment ,2:01,121
Year 2014_Sunday,Portuguese, Resting — Time out,0:32,32
Year 2014_Sunday,Portuguese,Sports and outdoor activities ,2:09,129
Year 2014_Sunday,Portuguese, Sports,2:01,121
Year 2014_Sunday,Portuguese,Outdoor activities ,4:19,259
Year 2014_Sunday,Portuguese,Hobbies and games,2:09,129
Year 2014_Sunday,Portuguese, Arts,2:33,153
Year 2014_Sunday,Portuguese, Collecting,,
Year 2014_Sunday,Portuguese, Computing,1:41,101
Year 2014_Sunday,Portuguese, Games,2:02,122
Year 2014_Sunday,Portuguese,Media,2:59,179
Year 2014_Sunday,Portuguese, Reading,1:05,65
Year 2014_Sunday,Portuguese," TV, video and dvd",2:53,173
Year 2014_Sunday,Portuguese," Listening to radio, music",0:43,43
Year 2014_Sunday,Portuguese,Travel,1:14,74
Year 2014_Sunday,Portuguese, Travel related to eating,0:42,42
Year 2014_Sunday,Portuguese, Travel to/from work,0:48,48
Year 2014_Sunday,Portuguese, Travel related to study,,
Year 2014_Sunday,Portuguese, Travel related to household care,0:46,46
Year 2014_Sunday,Portuguese, Travel related to voluntary work and meetings ,1:24,84
Year 2014_Sunday,Portuguese, Travel related to social life,1:06,66
Year 2014_Sunday,Portuguese, Travel related to sports,0:28,28
Year 2014_Sunday,Portuguese, Travel related to changing locality,0:40,40
Year 2014_Sunday,Other nationalities,Personal care,12:59,779
Year 2014_Sunday,Other nationalities,Sleep,9:54,594
Year 2014_Sunday,Other nationalities,Eating,2:14,134
Year 2014_Sunday,Other nationalities,Other personal care,0:54,54
Year 2014_Sunday,Other nationalities,Employment,4:02,242
Year 2014_Sunday,Other nationalities, Main job,4:02,242
Year 2014_Sunday,Other nationalities, Job seeking,,
Year 2014_Sunday,Other nationalities, Second job,,
Year 2014_Sunday,Other nationalities,Study,2:36,156
Year 2014_Sunday,Other nationalities, School or university,,
Year 2014_Sunday,Other nationalities, Homework,2:40,160
Year 2014_Sunday,Other nationalities, Free time study,0:25,25
Year 2014_Sunday,Other nationalities,Household and family care,3:25,205
Year 2014_Sunday,Other nationalities, Food management,1:24,84
Year 2014_Sunday,Other nationalities, Household upkeep,0:52,52
Year 2014_Sunday,Other nationalities, Making and care for textiles,1:04,64
Year 2014_Sunday,Other nationalities, Gardening and pet care,1:10,70
Year 2014_Sunday,Other nationalities, Construction and repairs,1:04,64
Year 2014_Sunday,Other nationalities, Shopping and services (excluding online services),0:52,52
Year 2014_Sunday,Other nationalities, Household management (excluding online services),1:07,67
Year 2014_Sunday,Other nationalities, Childcare (less than 17 years) ,2:21,141
Year 2014_Sunday,Other nationalities, Help to an adult household member ,0:44,44
Year 2014_Sunday,Other nationalities,Voluntary work and meetings,1:40,100
Year 2014_Sunday,Other nationalities, Organisational work ,2:36,156
Year 2014_Sunday,Other nationalities, Informal help to other households,1:02,62
Year 2014_Sunday,Other nationalities,Participatory activities,1:47,107
Year 2014_Sunday,Other nationalities,Social life and entertainment  ,1:42,102
Year 2014_Sunday,Other nationalities, Sociability,0:45,45
Year 2014_Sunday,Other nationalities, Visiting and receiving visitors,1:46,106
Year 2014_Sunday,Other nationalities, Culture,2:19,139
Year 2014_Sunday,Other nationalities, Entertainment ,1:52,112
Year 2014_Sunday,Other nationalities, Resting — Time out,0:24,24
Year 2014_Sunday,Other nationalities,Sports and outdoor activities ,2:23,143
Year 2014_Sunday,Other nationalities, Sports,2:23,143
Year 2014_Sunday,Other nationalities,Outdoor activities ,1:24,84
Year 2014_Sunday,Other nationalities,Hobbies and games,1:49,109
Year 2014_Sunday,Other nationalities, Arts,2:00,120
Year 2014_Sunday,Other nationalities, Collecting,,
Year 2014_Sunday,Other nationalities, Computing,1:20,80
Year 2014_Sunday,Other nationalities, Games,1:54,114
Year 2014_Sunday,Other nationalities,Media,2:58,178
Year 2014_Sunday,Other nationalities, Reading,1:14,74
Year 2014_Sunday,Other nationalities," TV, video and dvd",2:46,166
Year 2014_Sunday,Other nationalities," Listening to radio, music",0:28,28
Year 2014_Sunday,Other nationalities,Travel,1:39,99
Year 2014_Sunday,Other nationalities, Travel related to eating,0:57,57
Year 2014_Sunday,Other nationalities, Travel to/from work,0:50,50
Year 2014_Sunday,Other nationalities, Travel related to study,,
Year 2014_Sunday,Other nationalities, Travel related to household care,0:50,50
Year 2014_Sunday,Other nationalities, Travel related to voluntary work and meetings ,0:45,45
Year 2014_Sunday,Other nationalities, Travel related to social life,1:16,76
Year 2014_Sunday,Other nationalities, Travel related to sports,0:31,31
Year 2014_Sunday,Other nationalities, Travel related to changing locality,2:34,154
Year 2014_Sunday,Single person household,Personal care,13:14,794
Year 2014_Sunday,Single person household,Sleep,10:10,610
Year 2014_Sunday,Single person household,Eating,2:08,128
Year 2014_Sunday,Single person household,Other personal care,0:56,56
Year 2014_Sunday,Single person household,Employment,1:53,113
Year 2014_Sunday,Single person household, Main job,1:53,113
Year 2014_Sunday,Single person household, Job seeking,,
Year 2014_Sunday,Single person household, Second job,,
Year 2014_Sunday,Single person household,Study,2:44,164
Year 2014_Sunday,Single person household, School or university,,
Year 2014_Sunday,Single person household, Homework,2:56,176
Year 2014_Sunday,Single person household, Free time study,1:30,90
Year 2014_Sunday,Single person household,Household and family care,2:28,148
Year 2014_Sunday,Single person household, Food management,1:13,73
Year 2014_Sunday,Single person household, Household upkeep,0:51,51
Year 2014_Sunday,Single person household, Making and care for textiles,0:58,58
Year 2014_Sunday,Single person household, Gardening and pet care,1:57,117
Year 2014_Sunday,Single person household, Construction and repairs,1:05,65
Year 2014_Sunday,Single person household, Shopping and services (excluding online services),0:30,30
Year 2014_Sunday,Single person household, Household management (excluding online services),0:54,54
Year 2014_Sunday,Single person household, Childcare (less than 17 years) ,,
Year 2014_Sunday,Single person household, Help to an adult household member ,,
Year 2014_Sunday,Single person household,Voluntary work and meetings,1:28,88
Year 2014_Sunday,Single person household, Organisational work ,0:40,40
Year 2014_Sunday,Single person household, Informal help to other households,1:08,68
Year 2014_Sunday,Single person household,Participatory activities,2:07,127
Year 2014_Sunday,Single person household,Social life and entertainment  ,2:06,126
Year 2014_Sunday,Single person household, Sociability,0:32,32
Year 2014_Sunday,Single person household, Visiting and receiving visitors,2:01,121
Year 2014_Sunday,Single person household, Culture,1:33,93
Year 2014_Sunday,Single person household, Entertainment ,2:07,127
Year 2014_Sunday,Single person household, Resting — Time out,0:15,15
Year 2014_Sunday,Single person household,Sports and outdoor activities ,2:16,136
Year 2014_Sunday,Single person household, Sports,2:16,136
Year 2014_Sunday,Single person household,Outdoor activities ,,
Year 2014_Sunday,Single person household,Hobbies and games,1:50,110
Year 2014_Sunday,Single person household, Arts,3:00,180
Year 2014_Sunday,Single person household, Collecting,,
Year 2014_Sunday,Single person household, Computing,1:33,93
Year 2014_Sunday,Single person household, Games,1:52,112
Year 2014_Sunday,Single person household,Media,2:58,178
Year 2014_Sunday,Single person household, Reading,1:15,75
Year 2014_Sunday,Single person household," TV, video and dvd",2:39,159
Year 2014_Sunday,Single person household," Listening to radio, music",0:26,26
Year 2014_Sunday,Single person household,Travel,1:35,95
Year 2014_Sunday,Single person household, Travel related to eating,0:42,42
Year 2014_Sunday,Single person household, Travel to/from work,0:30,30
Year 2014_Sunday,Single person household, Travel related to study,0:40,40
Year 2014_Sunday,Single person household, Travel related to household care,1:01,61
Year 2014_Sunday,Single person household, Travel related to voluntary work and meetings ,0:29,29
Year 2014_Sunday,Single person household, Travel related to social life,1:12,72
Year 2014_Sunday,Single person household, Travel related to sports,0:16,16
Year 2014_Sunday,Single person household, Travel related to changing locality,3:16,196
Year 2014_Sunday,Two or more adults and at least one child (<18 years),Personal care,12:43,763
Year 2014_Sunday,Two or more adults and at least one child (<18 years),Sleep,9:39,579
Year 2014_Sunday,Two or more adults and at least one child (<18 years),Eating,2:11,131
Year 2014_Sunday,Two or more adults and at least one child (<18 years),Other personal care,0:56,56
Year 2014_Sunday,Two or more adults and at least one child (<18 years),Employment,6:08,368
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Main job,6:15,375
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Job seeking,,
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Second job,4:28,268
Year 2014_Sunday,Two or more adults and at least one child (<18 years),Study,0:30,30
Year 2014_Sunday,Two or more adults and at least one child (<18 years), School or university,,
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Homework,0:40,40
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Free time study,0:26,26
Year 2014_Sunday,Two or more adults and at least one child (<18 years),Household and family care,4:07,247
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Food management,1:25,85
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Household upkeep,1:01,61
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Making and care for textiles,1:03,63
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Gardening and pet care,1:19,79
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Construction and repairs,2:04,124
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Shopping and services (excluding online services),0:55,55
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Household management (excluding online services),0:57,57
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Childcare (less than 17 years) ,2:05,125
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Help to an adult household member ,1:32,92
Year 2014_Sunday,Two or more adults and at least one child (<18 years),Voluntary work and meetings,1:03,63
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Organisational work ,3:06,186
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Informal help to other households,0:28,28
Year 2014_Sunday,Two or more adults and at least one child (<18 years),Participatory activities,0:53,53
Year 2014_Sunday,Two or more adults and at least one child (<18 years),Social life and entertainment  ,2:15,135
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Sociability,0:58,58
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Visiting and receiving visitors,1:39,99
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Culture,2:17,137
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Entertainment ,2:39,159
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Resting — Time out,0:32,32
Year 2014_Sunday,Two or more adults and at least one child (<18 years),Sports and outdoor activities ,2:13,133
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Sports,2:03,123
